mode,address,attempt,reference_path,reference_sha256,profile,candidate_source,candidate_sha256,result,summary
reference_match,0x80030FA0,3,tmp/references/ygofm-decomp/src/func_80030FA0.c,dedd33422c716ada930b94b52a43d0e598ee9049a9133ec4ab78dba181eab14b,gcc_2_8_1_g8_split,tmp/agents/reference-pure-1/prepared/func_80030FA0_v2.c,1e4e97cb5569c91204668b0f13be6e52cc75c915dd8908676ee8b17e6dbf8506,nonmatch,"Attempt 3: target materializes the byte-table base before the signed GP index; separated local declarations from assignments to test only that evidenced live-range/order distinction.; bytes=False, relocations=False, size=44/48"
reference_match,0x80030FA0,4,tmp/references/ygofm-decomp/src/func_80030FA0.c,dedd33422c716ada930b94b52a43d0e598ee9049a9133ec4ab78dba181eab14b,gcc_2_8_1_g8_split,tmp/agents/reference-pure-1/prepared/func_80030FA0_v3.c,b21b7036a045907c153d1ca7dd9345e58ebede67ddfeb94a9ec7f42c49f1db3c,nonmatch,"Attempt 4: reversed the two independently recovered initial live-range declarations because prior output materialized the table after the store.; bytes=False, relocations=False, size=44/48"
reference_match,0x80030FA0,5,tmp/references/ygofm-decomp/src/func_80030FA0.c,dedd33422c716ada930b94b52a43d0e598ee9049a9133ec4ab78dba181eab14b,gcc_2_8_1_g8_split,tmp/agents/reference-pure-1/prepared/func_80030FA0_v4.c,aa80a3f69d1fc3c9b6edf79cc1867c843181a49c2de579ef1064d652546782c9,nonmatch,"Attempt 5: volatile qualifiers follow the target ordered stores around the indexed load and prevent the first store from being hoisted ahead of table-base formation.; bytes=False, relocations=False, size=48/48"
reference_match,0x80030FA0,6,tmp/references/ygofm-decomp/src/func_80030FA0.c,dedd33422c716ada930b94b52a43d0e598ee9049a9133ec4ab78dba181eab14b,gcc_2_8_1_g8_split,tmp/agents/reference-pure-1/prepared/func_80030FA0_v5.c,bf3e43f516025f8c87a2442f8245039f0240b130df3c734aafdf81917515537a,deferred,"Attempt 6: moved only the independently recovered indexed load before the zero store so scheduling may place that store between address formation and load as in target.; bytes=False, relocations=False, size=44/48"
reference_match,0x80030FD0,1,tmp/references/ygofm-decomp/src/func_80030FD0.c,336d0267f7d2e1d8b675982c2178a3f1488b727827d9a3658903b0b6a1c1b7da,gcc_2_8_1_g0,tmp/agents/reference-pure-1/prepared/func_80030FD0_v1.c,ac0a0b133b17b7d8332f5b795707457df5e32f831cad2621ffd51adf4b9dae1b,nonmatch,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; bytes=False, relocations=True, size=64/48"
reference_match,0x80030FD0,2,tmp/references/ygofm-decomp/src/func_80030FD0.c,336d0267f7d2e1d8b675982c2178a3f1488b727827d9a3658903b0b6a1c1b7da,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/prepared/func_80030FD0_v1.c,ac0a0b133b17b7d8332f5b795707457df5e32f831cad2621ffd51adf4b9dae1b,nonmatch,"Attempt 2: toggled only the local split-address profile at the same G threshold. Attempt 1 showed exact source-level structure but address/register scheduling, relocation-site, or size differences characteristic of split-address codegen.; bytes=False, relocations=True, size=64/48"
reference_match,0x80030FD0,3,tmp/references/ygofm-decomp/src/func_80030FD0.c,336d0267f7d2e1d8b675982c2178a3f1488b727827d9a3658903b0b6a1c1b7da,gcc_2_8_1_g0,tmp/agents/reference-pure-1/integration/func_80030FD0.c,3fdce8c51b6a55a7729ed85ddf64ecde802a66e6200ac162e6c7cec94a2f1a6c,matched,"Attempt 3: target ends at the final call with no local epilogue, independently proving the final callee does not return on this path; declared it noreturn.; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x8007368C,1,tmp/references/ygofm-decomp/src/func_8007368C.c,b5afcd2ce14824e1dcce89f9ab11637e6ae2380c40fbe83a6ef6bc63bf1bdf88,gcc_2_8_1_g0,tmp/agents/reference-pure-1/integration/func_8007368C.c,1ed3c1b113ad1a98b4dbd2b00e81dcbb24c86d7d532e7391a2b442fceba77b4b,nonmatch,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; bytes=False, relocations=False, size=52/56 Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x8007368C,2,tmp/references/ygofm-decomp/src/func_8007368C.c,b5afcd2ce14824e1dcce89f9ab11637e6ae2380c40fbe83a6ef6bc63bf1bdf88,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/integration/func_8007368C.c,1ed3c1b113ad1a98b4dbd2b00e81dcbb24c86d7d532e7391a2b442fceba77b4b,matched,"Attempt 2: toggled only the local split-address profile at the same G threshold. Attempt 1 showed exact source-level structure but address/register scheduling, relocation-site, or size differences characteristic of split-address codegen.; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x8002CCA8,1,tmp/references/ygofm-decomp/src/func_8002CCA8.c,12ea98326f8462437fb6a8497c4766281d6f7d32e19c24f7e98985594c2ba670,gcc_2_8_1_g0,tmp/agents/reference-pure-1/integration/func_8002CCA8.c,489757dd478fc9e24ea877431cfd85f6528eec13a632437f75c50cd6a3d5b70d,nonmatch,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; bytes=False, relocations=False, size=56/60 Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x8002CCA8,2,tmp/references/ygofm-decomp/src/func_8002CCA8.c,12ea98326f8462437fb6a8497c4766281d6f7d32e19c24f7e98985594c2ba670,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/integration/func_8002CCA8.c,489757dd478fc9e24ea877431cfd85f6528eec13a632437f75c50cd6a3d5b70d,matched,"Attempt 2: toggled only the local split-address profile at the same G threshold. Attempt 1 showed exact source-level structure but address/register scheduling, relocation-site, or size differences characteristic of split-address codegen.; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x8003F7D4,1,tmp/references/ygofm-decomp/src/func_8003F7D4.c,0ab84af1e352f04ef9693268bca85fc576cefa5ab626a9adbb1e6f5e98c671b8,gcc_2_8_1_g0,tmp/agents/reference-pure-1/prepared/func_8003F7D4_v1.c,2484d31a37814bee404c6159cfa3bf5a4d682a627c3c353d5a1f55ec67556b41,nonmatch,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; bytes=False, relocations=False, size=60/60"
reference_match,0x8003F7D4,2,tmp/references/ygofm-decomp/src/func_8003F7D4.c,0ab84af1e352f04ef9693268bca85fc576cefa5ab626a9adbb1e6f5e98c671b8,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/prepared/func_8003F7D4_v1.c,2484d31a37814bee404c6159cfa3bf5a4d682a627c3c353d5a1f55ec67556b41,nonmatch,"Attempt 2: toggled only the local split-address profile at the same G threshold. Attempt 1 showed exact source-level structure but address/register scheduling, relocation-site, or size differences characteristic of split-address codegen.; bytes=False, relocations=False, size=60/60"
reference_match,0x8003F7D4,3,tmp/references/ygofm-decomp/src/func_8003F7D4.c,0ab84af1e352f04ef9693268bca85fc576cefa5ab626a9adbb1e6f5e98c671b8,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/prepared/func_8003F7D4_v2.c,780297b82c3f98be3d5a7ce8dc58a68e18c703266b9cdd6e49a43e6825921082,nonmatch,"Attempt 3: target commits the byte clear before the call rather than moving it into a delay slot; added volatility solely from the observed store ordering.; bytes=False, relocations=False, size=60/60"
reference_match,0x8003F7D4,4,tmp/references/ygofm-decomp/src/func_8003F7D4.c,0ab84af1e352f04ef9693268bca85fc576cefa5ab626a9adbb1e6f5e98c671b8,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/prepared/func_8003F7D4_v3.c,3feaa54324d0d31c1929bc082e2649b0067543f08d0ac49c40d38027a4017fe0,nonmatch,"Attempt 4: target uses direct non-small-data byte store via assembler temporary; declared a volatile local scalar in data.; bytes=False, relocations=False, size=60/60"
reference_match,0x8003F7D4,5,tmp/references/ygofm-decomp/src/func_8003F7D4.c,0ab84af1e352f04ef9693268bca85fc576cefa5ab626a9adbb1e6f5e98c671b8,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/prepared/func_8003F7D4_v4.c,03cdfff332037b2e5a0738572cacd4b1d885f059219230119839f4a8e2a2f910,nonmatch,"Attempt 5: explicit locally typed source/destination address live ranges place both argument bases before the observed byte clear.; bytes=False, relocations=False, size=60/60"
reference_match,0x8003F7D4,6,tmp/references/ygofm-decomp/src/func_8003F7D4.c,0ab84af1e352f04ef9693268bca85fc576cefa5ab626a9adbb1e6f5e98c671b8,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/prepared/func_8003F7D4_v5.c,c919621833806360077a1c02d9773b55ad12f95818b7f9ee114ea2099c2f3e01,deferred,"Attempt 6: encoded the observed clear as the fourth call argument value so address setup, store, and zero a3 remain sequenced without extensions.; bytes=False, relocations=False, size=60/60"
reference_match,0x800498BC,1,tmp/references/ygofm-decomp/src/func_800498BC.c,27e0d1a73486c31a3a75c2b9fbaec2c7565a1feeaf103dda9c4ab694cdce5079,gcc_2_8_1_g0,tmp/agents/reference-pure-1/integration/func_800498BC.c,ea0f53c57e6b03ab21ddc0399d4d3562c94f502920bffaab1c19f3edce5553fb,matched,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x80073050,1,tmp/references/ygofm-decomp/src/func_80073050.c,cd31bc99df0ce405cb5fb968988fbd60f1cdfc9594add46212626cd5644e9aeb,gcc_2_8_1_g0,tmp/agents/reference-pure-1/integration/func_80073050.c,efec8056ec163b55143494b86c39f1f8f1730dca30e03296ef67842bd5db9877,nonmatch,"Attempt 1: same-address reference supplied structure only; all primitive widths, signed loads, pointer-vs-array forms, field offsets, strides, and prototypes were independently recovered from local target assembly/relocations/callers. target has no GPREL16 relocations; split choice follows nearest locally matching function; bytes=False, relocations=False, size=52/60 Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
reference_match,0x80073050,2,tmp/references/ygofm-decomp/src/func_80073050.c,cd31bc99df0ce405cb5fb968988fbd60f1cdfc9594add46212626cd5644e9aeb,gcc_2_8_1_g0_split,tmp/agents/reference-pure-1/integration/func_80073050.c,efec8056ec163b55143494b86c39f1f8f1730dca30e03296ef67842bd5db9877,matched,"Attempt 2: toggled only the local split-address profile at the same G threshold. Attempt 1 showed exact source-level structure but address/register scheduling, relocation-site, or size differences characteristic of split-address codegen.; exact linked text, strict relocations, and no non-text sections Project packaging only: inlined the unchanged cohort-local primitive typedef header; preprocessed code and exact codegen are independently rechecked."
